cpu_cores_total,cpu_watts,gpu_cores_total,gpu_vram_total_gb,gpu_watts,ram_total_gb,cpu_cores_used,gpu_cores_used,gpu_vram_used_gb,ram_used_gb,current_cpu_power_w,current_gpu_power_w,req_cpu_cores,req_gpu_cores,req_gpu_vram_gb,req_ram_gb
24,180,2048,24,300,64,8,131,9.6,26.2,60.0,19.19,2,436,4.8,76.2
16,95,4096,24,450,256,12,2428,1.0,11.0,71.25,266.75,7,817,6.4,17.7
8,250,8192,8,300,256,7,3017,5.6,57.2,218.75,110.49,8,467,2.0,45.0
24,95,8192,24,300,128,4,1371,4.5,57.0,15.83,50.21,6,610,3.2,23.5
8,180,2048,16,450,64,2,182,0.2,49.5,45.0,39.99,1,572,4.4,12.8
16,125,10240,16,200,128,5,1815,9.5,36.3,39.06,35.45,4,882,3.4,17.4
32,250,8192,24,300,64,13,3829,6.8,23.3,101.56,140.22,6,725,5.3,51.8
8,95,10240,16,350,128,1,7314,4.0,82.8,11.88,249.99,2,2902,3.9,28.5
16,180,4096,24,200,256,14,2562,3.9,163.4,157.5,125.1,2,854,7.1,35.4
8,125,10240,8,350,64,3,1638,0.3,21.4,46.88,55.99,2,5245,4.9,3.4
8,95,4096,48,200,512,1,1792,15.6,353.7,11.88,87.5,5,855,23.0,137.1
24,95,4096,8,450,128,2,1464,0.2,37.1,7.92,160.84,10,899,1.1,61.5
32,180,2048,24,450,128,9,444,2.2,20.7,50.62,97.56,17,141,4.8,10.6
16,95,8192,24,200,128,5,2143,12.4,77.8,29.69,52.32,7,2139,3.4,33.8
8,250,2048,24,200,512,1,1470,1.6,232.5,31.25,143.55,2,183,2.6,122.3
16,95,10240,16,300,64,2,3328,5.0,42.9,11.88,97.5,8,2573,6.3,5.0
32,125,2048,24,350,64,14,204,1.3,33.1,54.69,34.86,6,1148,4.0,19.2
24,180,8192,24,200,64,1,1346,0.1,12.3,7.5,32.86,5,1154,7.0,18.0
16,95,4096,24,450,256,2,251,12.1,55.0,11.88,27.58,2,2006,5.9,52.5
24,95,8192,24,200,128,0,1552,18.2,92.0,0.0,37.89,3,1712,7.5,15.3
16,180,2048,16,450,64,7,359,12.6,45.2,78.75,78.88,11,435,3.8,15.0
8,180,2048,16,450,64,1,1048,4.3,13.4,22.5,230.27,2,352,2.4,3.7
24,125,10240,48,200,128,11,2530,17.1,4.4,57.29,49.41,8,5378,12.0,29.1
64,95,4096,8,300,128,58,864,2.4,4.9,86.09,63.28,61,1928,1.2,18.1
32,125,4096,8,350,128,9,1585,2.0,2.3,35.16,135.44,7,836,0.5,143.8
24,125,2048,8,300,256,5,518,4.8,74.8,26.04,75.88,6,348,0.9,188.4
64,250,4096,24,450,128,22,158,14.8,32.5,85.94,17.36,7,1030,7.5,26.2
16,180,10240,16,450,128,3,792,7.1,61.9,33.75,34.8,2,2518,2.0,37.8
64,250,8192,48,200,512,4,2493,8.9,304.0,15.62,60.86,43,1048,19.7,133.8
32,250,2048,24,350,64,2,1760,15.1,26.8,15.62,300.78,4,172,6.3,10.3
64,250,10240,8,300,128,10,5580,2.2,70.9,39.06,163.48,47,722,1.7,24.3
64,180,4096,16,450,256,25,2843,4.9,88.6,70.31,312.34,18,2198,2.8,36.3
8,180,8192,8,350,64,3,4737,1.7,10.7,67.5,202.39,10,1341,1.2,18.6
64,180,8192,48,200,128,20,622,42.1,50.5,56.25,15.19,10,4487,6.0,37.0
8,250,8192,8,300,256,2,7735,1.8,62.9,62.5,283.26,8,522,2.3,248.1
32,250,8192,24,300,64,25,6123,11.9,12.7,195.31,224.23,23,5256,2.9,8.1
32,250,8192,8,450,256,4,1743,6.5,65.4,31.25,95.75,9,2164,2.3,81.1
24,95,8192,8,350,256,1,6704,2.2,132.7,3.96,286.43,4,2571,3.0,26.1
64,250,10240,48,300,512,44,2661,10.3,170.0,171.88,77.96,13,6328,3.6,107.7
32,125,2048,48,200,64,3,674,14.6,16.8,11.72,65.82,8,375,5.7,40.1
8,125,10240,8,350,256,4,2604,1.3,24.8,62.5,89.0,3,5921,1.3,55.3
16,125,4096,16,450,64,6,329,4.4,6.9,46.88,36.15,7,1637,4.5,13.8
16,250,8192,16,300,256,5,2417,0.3,51.7,78.12,88.51,2,933,1.9,33.7
16,95,8192,24,200,128,6,1119,21.5,14.1,35.62,27.32,11,3970,1.8,38.4
32,125,8192,24,300,256,21,1962,8.0,9.7,82.03,71.85,7,9459,15.2,132.5
64,95,8192,16,450,256,29,1816,1.8,44.0,43.05,99.76,17,1450,1.1,112.9
8,125,4096,48,450,64,1,565,15.1,40.2,15.62,62.07,3,763,10.8,8.5
16,95,4096,24,450,256,3,751,18.5,37.9,17.81,82.51,15,708,6.3,47.9
24,125,4096,8,350,64,5,1249,1.7,55.0,26.04,106.73,7,2081,1.9,75.9
8,95,2048,24,300,64,2,1098,21.1,12.7,23.75,160.84,2,1060,3.1,16.9
8,250,8192,8,300,256,2,3324,3.3,38.0,62.5,121.73,10,2206,1.5,72.3
32,250,8192,24,300,64,6,1848,5.9,33.3,46.88,67.68,9,877,5.4,12.8
16,125,4096,16,450,64,11,1176,7.5,18.7,85.94,129.2,7,545,3.9,24.7
64,125,10240,48,200,64,15,2562,18.8,42.4,29.3,50.04,29,5789,11.9,42.3
24,180,8192,24,200,64,10,1131,17.0,12.4,75.0,27.61,6,963,4.2,22.7
8,250,10240,8,300,512,2,2163,0.4,212.8,62.5,63.37,2,2528,7.6,99.5
24,250,2048,8,350,256,9,542,1.9,78.4,93.75,92.63,6,1305,0.9,110.0
8,250,10240,24,350,512,3,1911,7.7,258.8,93.75,65.32,1,929,10.4,62.5
8,125,2048,48,450,64,1,827,2.7,51.1,15.62,181.71,3,238,4.7,11.4
24,95,8192,48,200,64,21,1250,29.1,14.3,83.12,30.52,4,3199,3.6,10.3
64,250,4096,24,450,128,2,285,4.5,1.6,7.81,31.31,4,603,11.5,21.3
64,95,4096,48,350,512,18,938,15.7,208.8,26.72,80.15,66,957,7.5,31.1
24,250,2048,8,450,64,13,431,6.3,21.9,135.42,94.7,2,612,2.2,15.6
24,125,2048,8,300,512,7,601,2.2,137.5,36.46,88.04,2,507,1.6,110.2
32,95,4096,48,200,64,8,1989,32.9,4.8,23.75,97.12,5,1005,25.0,11.1
64,95,4096,16,300,128,60,666,8.3,1.9,89.06,48.78,7,212,15.1,8.3
8,250,2048,8,200,64,2,834,1.9,1.6,62.5,81.45,2,665,4.6,15.5
32,250,10240,8,200,128,9,454,7.3,38.2,70.31,8.87,6,1733,0.8,88.1
8,180,2048,16,450,64,5,303,13.6,17.9,112.5,66.58,3,546,2.4,17.4
8,180,4096,16,350,512,3,2133,3.5,311.6,67.5,182.26,2,2321,9.1,73.2
24,95,4096,16,300,64,5,3230,2.5,17.3,19.79,236.57,7,824,2.6,4.5
8,125,4096,48,450,64,4,905,14.2,24.2,62.5,99.43,2,367,2.8,30.0
8,95,8192,48,350,512,2,1744,24.5,162.1,23.75,74.51,7,535,4.5,106.6
8,180,8192,48,450,128,4,2031,29.2,11.6,90.0,111.57,1,2257,10.3,33.5
8,95,8192,48,350,512,1,2610,6.7,111.2,11.88,111.51,1,6048,25.5,447.4
32,180,4096,8,300,256,9,2056,1.8,115.4,50.62,150.59,4,2125,1.7,51.0
8,180,8192,8,350,64,1,292,0.8,16.0,22.5,12.48,2,1756,1.8,11.7
24,125,8192,24,450,64,7,2070,9.4,50.1,36.46,113.71,10,3387,2.5,10.0
64,250,4096,24,450,128,27,697,9.5,61.1,105.47,76.57,33,1965,13.7,23.5
24,95,8192,48,300,256,17,2304,15.5,53.8,67.29,84.38,16,697,32.6,23.3
24,125,10240,48,200,128,15,1312,26.2,39.0,78.12,25.62,3,2725,8.8,21.4
8,180,8192,8,350,64,1,2720,0.2,1.8,22.5,116.21,2,2162,4.8,16.2
16,250,10240,8,300,256,8,4637,1.9,161.0,125.0,135.85,9,12107,3.5,306.3
64,95,2048,8,300,512,22,1024,2.1,316.6,32.66,150.0,19,771,1.7,64.6
24,180,2048,8,300,64,6,1046,1.0,9.6,45.0,153.22,3,471,1.9,43.6
16,125,4096,48,350,64,13,290,10.0,18.8,101.56,24.78,4,4367,4.4,42.3
8,125,10240,8,350,256,3,4213,4.2,97.9,46.88,144.0,10,1873,0.5,90.1
16,180,2048,16,450,64,12,887,0.9,10.1,135.0,194.9,7,342,4.8,17.5
8,180,8192,8,350,64,2,2143,6.9,24.5,45.0,91.56,4,2378,2.0,73.2
16,125,4096,48,200,256,7,1462,21.4,100.6,54.69,71.39,4,1599,32.4,63.1
8,125,10240,8,350,128,1,1403,1.5,46.6,15.62,47.95,2,10788,1.3,88.3
64,95,2048,24,450,64,18,1155,1.3,15.8,26.72,253.78,39,849,4.1,5.9
64,95,10240,48,200,512,48,2900,38.0,142.2,71.25,56.64,4,2474,33.3,123.8
64,125,8192,16,300,512,54,832,1.3,419.0,105.47,30.47,35,1533,2.3,41.1
32,250,8192,8,450,256,1,3636,1.3,50.7,7.81,199.73,7,5250,1.2,131.2
32,180,8192,24,350,512,7,3637,8.7,245.4,39.38,155.39,8,677,6.3,319.9
24,250,2048,8,350,256,0,435,1.2,75.5,0.0,74.34,3,1141,1.2,264.3
8,125,10240,8,350,256,4,2769,1.4,77.1,62.5,94.64,5,1284,2.2,28.3
8,95,4096,48,200,512,3,2028,8.0,109.9,35.62,99.02,2,2667,33.4,130.2
8,250,10240,24,350,512,2,3688,5.7,240.2,62.5,126.05,6,1336,5.5,378.6
32,180,8192,24,350,512,1,1572,12.2,453.0,5.62,67.16,2,5406,10.0,82.4
8,250,2048,8,200,64,0,315,5.3,28.4,0.0,30.76,3,303,1.0,12.3
32,125,10240,24,200,256,18,5008,7.0,73.2,70.31,97.81,6,3723,3.7,51.5
24,250,2048,48,200,64,5,551,15.2,17.2,52.08,53.81,3,259,7.2,7.5
24,180,2048,8,300,64,5,792,3.7,20.0,37.5,116.02,19,202,2.0,3.6
8,250,4096,16,200,64,1,1213,5.5,18.1,31.25,59.23,2,1026,4.3,5.0
8,250,10240,24,350,512,0,1303,10.3,181.7,0.0,44.54,6,3471,19.5,117.3
32,95,4096,48,200,64,26,2024,25.8,20.4,77.19,98.83,5,682,4.0,4.9
64,95,4096,48,350,512,16,1130,12.9,50.6,23.75,96.56,18,620,7.6,73.7
24,95,8192,24,200,128,5,456,6.5,32.2,19.79,11.13,3,475,12.1,22.5
64,95,4096,16,300,128,4,1738,0.0,34.4,5.94,127.29,5,462,6.5,18.4
64,125,8192,24,200,512,12,4910,5.9,179.7,23.44,119.87,39,628,2.3,57.5
24,95,2048,16,450,512,9,57,3.9,57.6,35.62,12.52,3,711,7.9,172.7
8,180,4096,8,200,128,1,2650,0.6,41.8,22.5,129.39,3,254,5.3,100.4
8,95,8192,24,450,512,4,1959,12.2,243.7,47.5,107.61,8,5072,7.0,141.4
16,125,8192,24,300,256,2,1535,4.5,47.8,15.62,56.21,9,979,3.0,23.3
8,125,8192,24,300,512,4,1533,9.0,182.7,62.5,56.14,2,8847,5.0,168.4
32,125,2048,16,300,128,2,1420,0.4,10.0,7.81,208.01,9,276,3.7,23.0
8,180,4096,16,350,512,6,2254,8.8,178.7,135.0,192.6,1,962,4.6,42.4
32,125,10240,16,350,256,4,5695,10.6,57.4,15.62,194.65,4,1447,3.5,81.9
64,125,8192,16,300,512,10,2926,2.4,75.3,19.53,107.15,35,8995,3.7,114.3
32,250,2048,16,300,128,5,485,5.0,56.7,39.06,71.04,10,442,1.9,33.1
8,250,10240,8,300,512,0,1641,4.8,138.8,0.0,48.08,4,711,0.5,100.8
8,95,8192,24,450,512,5,1472,3.7,151.0,59.38,80.86,1,1262,5.5,43.4
64,250,8192,48,200,512,10,3964,5.1,142.6,39.06,96.78,8,1415,7.4,72.1
8,125,4096,48,450,64,0,485,15.8,16.1,0.0,53.28,2,350,4.2,32.9
8,125,4096,16,200,128,3,844,11.9,46.5,46.88,41.21,2,1853,2.9,28.2
32,180,4096,48,300,128,16,968,30.2,10.1,90.0,70.9,5,449,23.8,27.1
16,125,4096,16,450,64,2,861,7.0,21.8,15.62,94.59,12,520,1.2,36.7
16,95,2048,48,450,256,4,249,16.3,90.5,23.75,54.71,3,295,19.1,33.9
64,95,4096,16,300,128,29,1564,2.1,23.0,43.05,114.55,59,351,1.5,22.7
24,125,2048,24,300,512,9,266,3.5,383.1,46.88,38.96,5,149,5.6,539.6
8,250,2048,8,200,64,4,242,1.0,40.9,125.0,23.63,7,510,2.6,18.8
64,180,10240,16,300,256,57,3014,3.4,42.7,160.31,88.3,9,685,2.7,42.4
8,95,8192,16,350,512,4,2527,2.8,172.4,47.5,107.97,5,4547,12.2,118.9
8,125,2048,24,300,512,7,248,11.2,350.5,109.38,36.33,2,321,16.8,48.9
32,125,2048,24,350,64,6,191,1.3,25.6,23.44,32.64,7,206,2.5,15.9
32,250,4096,16,200,256,13,3808,6.8,16.6,101.56,185.94,3,962,4.6,272.3
24,95,8192,16,200,256,16,1644,8.1,112.2,63.33,40.14,6,2365,10.7,24.6
24,95,8192,24,200,128,6,5910,4.5,57.2,23.75,144.29,27,1908,2.3,31.3
32,180,10240,8,200,128,6,3325,3.1,7.3,33.75,64.94,3,829,3.4,37.6
32,180,8192,24,350,512,4,2397,21.6,269.7,22.5,102.41,19,2150,12.1,150.4
16,180,10240,16,350,128,3,7991,4.6,44.9,33.75,273.13,3,8701,1.7,17.3
24,95,8192,48,300,256,4,2517,18.7,75.0,15.83,92.18,5,5327,17.1,55.3
24,95,8192,24,200,128,5,2166,9.2,24.2,19.79,52.88,7,2144,8.2,26.2
32,125,2048,24,350,64,8,743,16.2,14.7,31.25,126.98,5,321,19.1,45.2
24,125,10240,24,300,128,5,3917,17.5,46.9,26.04,114.76,7,2433,7.1,9.6
64,95,10240,16,350,128,3,1486,8.8,25.4,4.45,50.79,10,1480,1.6,13.5
24,250,10240,24,350,64,8,6059,5.8,3.9,83.33,207.09,14,5111,11.3,34.3
24,125,8192,24,350,64,1,1519,8.0,41.3,5.21,64.9,5,6822,18.1,29.7
64,95,4096,8,300,128,59,1615,2.4,11.2,87.58,118.29,18,1111,7.9,62.4
16,180,4096,24,200,256,4,3167,14.8,93.3,45.0,154.64,2,682,2.6,49.9
24,95,4096,48,200,128,3,451,13.4,51.2,11.88,22.02,3,563,5.8,18.1
32,125,8192,48,200,128,10,736,36.1,40.7,39.06,17.97,5,1130,9.0,28.4
64,180,8192,48,200,128,7,788,20.5,85.4,19.69,19.24,25,1414,10.8,118.3
8,250,2048,48,300,256,0,706,8.2,147.5,0.0,103.42,2,176,19.6,54.0
8,95,4096,48,200,512,3,2236,23.4,68.1,35.62,109.18,3,3969,11.0,131.4
32,180,8192,24,350,512,6,834,5.1,327.8,33.75,35.63,17,4472,4.2,347.0
24,95,8192,48,200,64,5,3505,13.8,19.4,19.79,85.57,3,2817,4.9,19.7
64,95,4096,8,300,256,4,490,0.3,89.3,5.94,35.89,10,655,1.6,17.1
64,95,10240,24,200,512,21,2710,16.4,169.4,31.17,52.93,17,2047,17.7,143.6
16,95,4096,24,450,256,9,2581,17.3,14.3,53.44,283.56,4,311,6.3,110.2
64,125,8192,16,300,512,24,1810,4.4,55.7,46.88,66.28,42,2357,11.6,80.3
8,125,10240,24,300,256,1,7765,3.5,46.0,15.62,227.49,3,2553,8.1,58.4
24,250,4096,16,300,128,7,3256,13.2,16.5,72.92,238.48,17,649,3.9,29.4
24,250,4096,16,300,128,7,119,1.8,89.5,72.92,8.72,11,3159,3.1,28.0
8,125,4096,48,450,64,2,496,14.7,16.1,31.25,54.49,2,1571,36.4,11.9
32,250,8192,8,450,256,6,3234,3.4,32.9,46.88,177.65,3,7098,9.5,26.0
8,125,10240,8,350,128,1,618,4.3,102.8,15.62,21.12,2,859,1.3,7.9
32,125,4096,8,350,128,27,622,1.8,14.9,105.47,53.15,13,867,0.9,33.6
32,180,4096,48,450,256,8,2552,3.5,16.8,45.0,280.37,3,4678,3.8,73.6
64,250,4096,24,450,128,6,1073,12.0,22.4,23.44,117.88,50,4600,16.4,7.7
8,250,2048,24,200,512,1,371,4.8,103.2,31.25,36.23,1,367,1.9,62.2
64,250,8192,48,350,512,33,3572,15.6,220.1,128.91,152.61,8,1893,19.5,31.9
64,95,8192,8,300,128,36,1304,2.9,12.7,53.44,47.75,21,875,0.8,27.2
24,125,4096,8,350,64,10,629,0.9,18.5,52.08,53.75,2,4847,1.2,11.2
64,250,10240,48,300,512,39,2742,7.6,170.2,152.34,80.33,7,1137,7.0,80.1
24,250,10240,24,350,64,6,3500,9.7,26.4,62.5,119.63,19,1570,2.7,13.6
64,125,8192,24,200,512,23,2361,7.6,301.9,44.92,57.64,10,2041,6.0,153.4
16,180,10240,16,450,512,3,749,4.1,175.4,33.75,32.92,1,1943,6.7,89.9
24,95,8192,24,200,128,9,2512,4.9,84.4,35.62,61.33,2,7615,2.1,87.7
32,95,4096,48,350,512,2,652,13.0,246.0,5.94,55.71,6,3189,5.4,71.8
16,180,4096,24,200,256,12,2252,9.0,70.5,135.0,109.96,3,1181,4.2,67.0
64,95,2048,24,450,64,46,1786,13.9,22.1,68.28,392.43,6,375,12.8,12.8
64,250,8192,48,350,512,5,2609,5.9,241.8,19.53,111.47,8,5438,6.3,150.6
16,180,2048,16,450,64,4,954,10.6,28.4,45.0,209.62,12,598,2.7,6.7
24,125,8192,24,450,64,9,5592,21.5,8.1,46.88,307.18,2,1356,4.9,18.7
16,125,4096,48,350,64,1,1258,13.3,59.7,7.81,107.5,3,835,3.8,14.7
32,250,2048,16,350,64,29,324,3.2,46.1,226.56,55.37,9,372,11.3,4.7
8,95,8192,16,350,512,3,591,12.1,76.4,35.62,25.25,2,914,1.3,116.5
8,250,4096,16,200,128,1,1059,5.0,47.9,31.25,51.71,2,4013,2.0,54.8
16,95,10240,8,200,512,7,2942,1.1,112.9,41.56,57.46,2,2243,1.3,88.5
8,250,2048,48,200,512,1,1310,23.6,442.1,31.25,127.93,2,174,20.0,104.7
16,95,8192,48,200,128,2,2151,13.4,43.4,11.88,52.51,12,1528,11.6,52.8
24,250,2048,48,200,64,10,1296,19.5,18.2,104.17,126.56,3,165,14.7,70.1
32,250,10240,8,200,128,25,1282,3.8,73.4,195.31,25.04,3,3016,1.1,55.6
64,95,10240,48,200,512,49,4385,6.9,83.5,72.73,85.64,47,6064,11.9,67.1
32,180,10240,24,200,128,8,6257,1.9,38.5,45.0,122.21,5,8206,5.9,29.5
16,125,4096,48,200,256,8,1405,7.1,99.0,62.5,68.6,3,1629,6.4,66.5
16,180,4096,24,200,256,7,1188,5.7,54.6,78.75,58.01,10,558,2.5,75.4
32,250,8192,24,300,64,6,4003,3.0,12.9,46.88,146.59,5,556,4.1,14.8
16,250,2048,48,300,512,11,1674,12.8,89.9,171.88,245.21,11,401,7.1,143.5
24,95,8192,16,450,64,16,3813,3.7,11.7,63.33,209.45,3,1707,4.5,12.5
32,250,8192,48,200,256,4,2493,20.4,84.9,31.25,60.86,6,417,45.9,54.6
8,180,10240,8,200,64,2,3323,5.1,27.1,45.0,64.9,4,1566,5.2,18.6
16,95,10240,8,200,512,4,2108,6.0,292.7,23.75,41.17,2,2808,1.9,119.1
16,180,10240,16,450,128,3,1666,0.4,5.1,33.75,73.21,15,3840,9.2,45.0
16,250,10240,8,300,256,3,779,0.6,224.9,46.88,22.82,19,2481,9.1,25.2
64,95,4096,16,300,128,26,1538,5.1,28.7,38.59,112.65,17,1193,2.3,36.5
8,95,8192,48,350,512,3,2495,4.1,92.6,35.62,106.6,3,2394,21.3,335.5
32,125,10240,16,350,256,11,4023,7.2,13.8,42.97,137.5,18,2344,9.3,40.9
24,125,8192,24,350,64,10,3617,3.4,1.7,52.08,154.53,13,1977,4.4,18.9
32,95,4096,48,200,64,12,728,9.5,41.4,35.62,35.55,9,1777,2.7,16.2
8,125,10240,8,350,128,3,448,1.2,62.1,46.88,15.31,9,1990,1.8,24.4
24,125,4096,8,350,64,8,1304,2.8,4.6,41.67,111.43,5,4614,0.5,12.4
8,250,2048,24,200,512,2,526,15.5,177.3,62.5,51.37,1,452,6.1,70.2
16,125,4096,16,450,64,5,155,3.1,42.4,39.06,17.03,15,510,4.4,19.2
64,180,8192,48,200,128,18,671,4.8,43.7,50.62,16.38,62,4799,6.9,34.1
8,180,8192,8,350,64,2,738,1.5,23.1,45.0,31.53,1,4048,2.7,15.7
24,125,2048,8,300,512,4,1209,0.8,100.3,20.83,177.1,11,141,9.0,62.3
24,180,2048,8,300,64,3,463,3.9,18.9,22.5,67.82,5,180,2.4,20.8
16,125,4096,48,350,64,2,1915,2.9,24.6,15.62,163.64,5,547,4.3,8.4
32,250,2048,16,300,128,13,121,5.0,43.9,101.56,17.72,8,929,4.0,15.0
32,250,8192,8,200,512,12,1446,2.7,233.1,93.75,35.3,3,9481,1.1,88.5
16,95,4096,24,300,128,3,1782,9.1,92.7,17.81,130.52,4,958,25.6,29.7
8,250,8192,48,200,128,2,2437,10.3,23.7,62.5,59.5,3,788,10.4,23.4
24,95,2048,8,200,64,1,960,1.9,40.8,3.96,93.75,3,279,1.0,10.6
24,95,8192,24,300,128,2,1316,21.8,20.4,7.92,48.19,7,1670,12.1,89.1
8,95,8192,16,350,512,5,3128,12.0,104.2,59.38,133.64,3,1324,1.9,105.7
8,180,4096,8,200,128,1,920,2.1,29.7,22.5,44.92,8,4117,6.4,12.5
24,125,10240,48,200,128,11,809,25.0,46.5,57.29,15.8,7,1681,14.1,31.5
32,95,10240,24,300,64,19,1378,9.7,48.8,56.41,40.37,15,1651,9.6,16.2
32,125,2048,24,350,256,11,236,19.8,88.9,42.97,40.33,3,574,25.0,76.4
8,250,2048,48,300,256,5,690,6.0,29.8,156.25,101.07,2,1231,39.5,69.9
64,250,10240,48,300,512,5,1368,13.7,240.9,19.53,40.08,9,2639,11.6,231.2
64,250,2048,24,450,64,53,627,3.5,21.0,207.03,137.77,13,750,12.5,8.3
24,250,4096,16,300,128,10,820,1.0,39.9,104.17,60.06,16,457,1.5,118.5
32,180,4096,48,300,128,6,421,42.5,42.8,33.75,30.83,9,595,3.5,11.8
32,125,8192,16,300,64,4,3860,1.6,20.1,15.62,141.36,27,4809,4.3,7.6
32,250,2048,16,300,128,12,450,1.7,21.9,93.75,65.92,5,1639,1.7,20.9
64,125,10240,48,200,64,15,1129,39.7,49.2,29.3,22.05,18,1462,13.5,7.9
8,250,8192,48,200,128,2,2579,31.2,103.7,62.5,62.96,2,1321,9.0,34.9
8,250,2048,24,200,512,1,670,10.0,429.4,31.25,65.43,7,476,2.4,262.7
64,250,10240,8,300,128,15,2420,2.7,39.9,58.59,70.9,56,2501,5.0,22.9
24,95,8192,24,350,64,5,4073,5.3,18.8,19.79,174.02,3,6712,14.8,15.3
24,250,2048,8,300,128,4,160,3.0,43.3,41.67,23.44,3,271,2.6,126.6
64,250,8192,24,200,512,21,833,4.1,166.1,82.03,20.34,8,1624,2.4,327.3
64,125,2048,24,450,512,4,195,7.6,399.2,7.81,42.85,5,299,3.8,373.3
32,180,2048,24,450,128,17,507,8.6,84.7,95.62,111.4,4,469,1.3,133.0
16,95,10240,16,300,64,2,2045,2.9,6.9,11.88,59.91,3,1921,7.8,5.4
32,125,10240,16,300,64,13,1750,1.4,10.4,50.78,51.27,12,2240,1.9,10.8
16,250,8192,16,300,256,15,5633,1.4,75.6,234.38,206.29,5,2311,18.5,264.2
8,125,8192,8,450,512,0,7557,2.6,86.8,0.0,415.12,3,5333,3.4,87.0
8,125,8192,48,300,512,2,1900,10.5,56.6,31.25,69.58,2,4713,31.1,148.4
64,250,8192,48,200,512,27,1193,26.3,91.8,105.47,29.13,9,5467,7.5,461.4
16,250,8192,16,300,256,6,331,0.7,63.8,93.75,12.12,3,2790,2.6,234.9
16,180,4096,24,200,256,3,582,6.2,145.8,33.75,28.42,5,479,5.8,56.8
32,250,8192,48,200,256,10,3104,26.2,116.0,78.12,75.78,26,7900,3.9,58.6
24,95,8192,24,300,128,10,2902,9.4,28.3,39.58,106.27,14,1687,8.2,26.7
64,95,4096,48,350,512,23,3234,34.5,148.8,34.14,276.34,21,770,12.8,49.4
32,250,2048,16,450,64,7,422,9.5,23.1,54.69,92.72,9,508,7.4,16.3
24,250,2048,8,300,128,19,1771,1.3,43.8,197.92,259.42,19,832,1.4,15.7
64,250,2048,48,450,64,35,1191,6.2,17.7,136.72,261.69,10,438,13.2,28.4
8,95,8192,16,350,512,2,3097,1.5,267.8,23.75,132.32,2,4629,8.2,64.1
8,95,4096,48,200,512,0,390,27.8,82.3,0.0,19.04,1,514,8.6,111.1
8,95,4096,48,200,512,1,3817,1.2,381.9,11.88,186.38,10,1614,12.4,443.0
24,95,8192,16,200,256,14,2586,3.7,26.2,55.42,63.13,6,2016,9.2,59.6
8,95,8192,48,350,512,1,3140,4.9,48.0,11.88,134.16,1,8376,5.5,110.5
32,180,10240,24,200,128,3,1912,21.4,35.0,16.88,37.34,3,9659,5.6,86.2
16,180,10240,8,300,512,3,680,2.9,148.1,33.75,19.92,5,10754,1.2,143.1
16,180,8192,24,300,128,0,1223,2.9,67.5,0.0,44.79,3,1538,18.1,18.2
8,180,4096,48,350,64,2,695,18.6,43.3,45.0,59.39,2,1316,8.6,7.0
32,180,10240,24,200,128,2,4356,8.7,43.7,11.25,85.08,6,2364,3.8,23.4
32,95,8192,16,300,256,7,2277,5.9,84.6,20.78,83.39,13,1232,1.3,37.6
32,125,2048,16,450,512,13,729,14.5,116.2,50.78,160.18,9,754,4.1,139.2
8,125,2048,48,450,64,3,318,17.1,30.8,46.88,69.87,1,360,11.9,8.7
24,95,8192,48,300,256,5,781,12.7,167.2,19.79,28.6,2,2154,7.8,35.4
32,250,8192,24,300,64,7,3357,5.6,35.2,54.69,122.94,4,8849,7.0,9.0
24,125,2048,16,200,128,11,594,3.4,12.2,57.29,58.01,4,1268,3.8,14.7
64,95,8192,16,450,256,39,1805,2.6,115.4,57.89,99.15,15,1052,5.0,46.2
8,250,10240,8,300,512,5,3475,0.6,86.2,156.25,101.81,3,2551,2.0,37.5
16,95,8192,48,200,128,2,3697,45.1,59.8,11.88,90.26,5,525,9.1,31.4
24,125,10240,24,300,128,5,6784,7.4,23.1,26.04,198.75,13,1134,5.9,6.5
16,180,4096,16,350,64,1,345,5.9,9.0,11.25,29.48,5,1495,3.1,11.5
16,250,2048,24,200,256,0,527,0.9,73.0,0.0,51.46,7,343,3.3,126.8
24,125,10240,48,200,128,8,4651,27.0,68.5,41.67,90.84,3,2624,3.2,32.6
8,250,4096,16,200,64,2,612,12.3,15.2,62.5,29.88,2,1009,9.2,16.5
64,95,4096,8,350,128,4,2115,3.5,57.0,5.94,180.73,14,488,4.8,9.8
64,250,4096,24,450,128,53,1032,6.0,9.7,207.03,113.38,8,3997,1.4,16.6
16,95,2048,48,450,256,4,231,14.1,66.0,23.75,50.76,5,552,38.4,133.4
64,95,10240,48,200,512,22,5779,14.7,18.9,32.66,112.87,10,7504,9.5,114.7
32,125,2048,16,450,512,5,638,4.8,92.1,19.53,140.19,3,485,3.5,99.0
32,125,10240,16,300,64,10,4270,8.3,13.2,39.06,125.1,18,1320,3.6,39.1
8,95,10240,16,350,128,2,2207,1.2,55.3,23.75,75.43,1,5574,17.1,46.4
24,95,10240,24,300,256,19,338,3.7,194.6,75.21,9.9,7,1723,5.6,181.0
32,95,4096,48,200,64,13,1559,26.0,22.4,38.59,76.12,6,543,9.5,5.5
8,125,10240,16,200,64,1,572,7.9,30.3,15.62,11.17,2,755,15.7,72.2
64,125,10240,48,200,512,11,6355,9.3,363.2,21.48,124.12,34,2788,31.8,95.5
16,250,2048,24,350,64,1,1482,2.9,16.1,15.62,253.27,10,388,2.0,28.9
