cpu_cores_total,cpu_watts,gpu_cores_total,gpu_vram_total_gb,gpu_watts,ram_total_gb,cpu_cores_used,gpu_cores_used,gpu_vram_used_gb,ram_used_gb,current_cpu_power_w,current_gpu_power_w,req_cpu_cores,req_gpu_cores,req_gpu_vram_gb,req_ram_gb,execution_time,sla_violation
32,95,8192,16,300,256,10,3007,2.7,39.6,29.69,110.12,9,1061,2.0,36.8,1.55,0
16,180,2048,8,300,64,6,256,0.9,26.2,67.5,37.5,2,495,2.4,13.2,15.3,0
8,250,10240,8,300,512,1,1675,5.5,184.9,31.25,49.07,3,582,1.4,267.7,13.78,0
32,125,2048,16,300,128,9,582,9.0,30.1,35.16,85.25,6,387,4.3,15.2,5.9,0
32,250,2048,16,450,64,12,545,5.4,11.9,93.75,119.75,8,379,3.6,6.9,12.44,0
16,180,4096,48,200,128,4,1576,7.6,39.0,45.0,76.95,3,1834,14.1,80.2,12.21,0
32,95,10240,24,300,64,10,4172,9.1,19.3,29.69,122.23,9,1495,2.2,6.5,12.47,0
24,180,10240,24,450,64,7,1159,6.2,12.4,52.5,50.93,8,1917,2.6,4.7,13.87,0
24,95,2048,8,200,64,1,278,3.3,11.7,3.96,27.15,6,642,0.8,10.0,8.94,0
32,125,10240,16,450,256,4,1571,3.7,62.9,15.62,69.04,22,2491,11.2,49.7,1.73,0
24,95,8192,48,300,256,2,597,11.6,86.4,7.92,21.86,6,1426,28.8,39.4,4.45,0
8,125,10240,8,350,64,2,1403,2.6,23.5,31.25,47.95,2,2940,5.0,22.0,8.82,0
64,125,8192,16,300,512,18,914,10.7,237.0,35.16,33.47,18,1521,2.7,72.5,14.86,0
8,180,8192,48,450,128,1,1762,4.1,57.1,22.5,96.79,2,1008,10.7,35.1,16.59,0
8,125,2048,24,300,512,2,654,1.8,76.5,31.25,95.8,2,386,17.9,49.9,10.92,0
24,95,8192,8,300,64,2,2379,2.7,13.2,7.92,87.12,5,5201,4.7,8.6,15.21,0
32,250,8192,48,200,256,6,2353,8.5,48.3,46.88,57.45,6,449,11.3,151.5,9.45,0
8,125,4096,16,200,128,1,972,5.8,33.5,15.62,47.46,1,1169,0.8,24.7,12.39,0
8,95,2048,24,300,64,2,770,11.4,11.8,23.75,112.79,3,260,8.5,17.3,10.31,0
32,180,2048,24,450,128,5,189,5.6,56.1,28.12,41.53,10,340,5.9,11.7,9.87,0
64,250,10240,8,300,128,8,2612,3.1,25.2,31.25,76.52,6,696,0.7,10.6,9.37,0
24,125,2048,8,300,256,3,509,6.1,12.0,15.62,74.56,8,572,1.4,23.9,9.01,0
8,95,2048,24,300,64,0,667,7.3,7.9,0.0,97.71,2,575,2.7,12.1,4.34,0
64,95,2048,8,300,512,14,402,3.3,89.8,20.78,58.89,26,1288,1.8,82.8,15.38,0
32,250,4096,16,200,256,10,188,2.1,33.0,78.12,9.18,5,2118,2.2,36.3,11.4,0
24,95,10240,24,300,256,2,2603,5.8,1.2,7.92,76.26,7,2218,1.9,19.8,12.53,0
64,250,2048,48,450,64,24,1068,2.0,23.9,93.75,234.67,17,344,11.5,6.0,12.83,0
32,250,4096,16,350,128,11,752,2.2,111.6,85.94,64.26,7,533,1.3,6.5,8.25,0
16,250,2048,48,350,256,5,1128,19.2,15.1,78.12,192.77,5,189,15.4,57.0,19.98,0
16,180,4096,48,200,128,5,1174,14.7,58.3,56.25,57.32,5,2602,13.6,6.6,4.48,0
8,125,10240,24,300,256,5,3109,5.4,48.4,78.12,91.08,2,1535,7.1,21.1,5.26,0
32,125,10240,16,450,256,6,995,3.6,66.3,23.44,43.73,20,6012,4.1,47.4,12.78,0
24,95,2048,16,200,256,10,741,3.4,41.6,39.58,72.36,3,285,2.9,155.6,18.66,0
32,125,10240,16,300,64,1,1948,3.9,19.1,3.91,57.07,2,4900,2.3,17.7,4.08,0
32,250,2048,24,350,64,15,454,3.7,31.1,117.19,77.59,6,705,16.1,7.6,18.12,0
24,180,8192,8,350,512,6,1133,4.8,167.7,45.0,48.41,2,1293,2.1,30.1,15.97,0
24,125,10240,48,350,512,3,5142,3.7,212.3,15.62,175.75,5,1366,23.0,123.8,5.38,0
8,95,8192,48,350,512,4,2376,8.2,141.1,47.5,101.51,1,1350,2.7,41.3,6.42,0
8,250,2048,24,200,512,2,668,1.3,66.5,62.5,65.23,2,539,4.6,193.6,10.11,0
64,125,2048,24,450,512,1,249,7.3,243.1,1.95,54.71,18,249,1.2,96.0,8.17,0
16,250,2048,24,350,64,3,1072,9.1,11.7,46.88,183.2,10,487,12.0,4.3,14.98,0
32,250,10240,8,200,128,0,967,1.9,1.0,0.0,18.89,7,5635,1.2,8.8,6.61,0
16,180,4096,48,200,128,0,1666,17.1,48.8,0.0,81.35,12,1093,11.4,36.7,2.54,0
32,250,10240,24,300,512,9,1950,3.2,39.4,70.31,57.13,20,7158,3.4,225.8,3.77,0
8,95,8192,16,350,512,2,3477,9.6,215.5,23.75,148.55,2,672,1.5,161.3,11.08,0
32,180,4096,48,300,128,11,1297,19.6,21.9,61.88,95.0,7,1037,9.9,7.5,13.12,0
8,95,8192,24,450,512,1,2878,14.2,20.7,11.88,158.09,1,945,4.4,107.4,0.43,0
24,125,10240,24,200,256,5,3228,3.1,99.8,26.04,63.05,3,1007,11.7,126.0,3.11,0
32,125,4096,24,450,64,10,776,13.8,9.0,39.06,85.25,16,800,4.8,6.6,8.86,0
24,95,8192,24,350,64,8,597,8.3,30.5,31.67,25.51,2,6004,6.6,9.6,4.06,0
32,250,4096,16,350,64,16,1188,3.0,17.4,125.0,101.51,9,1725,0.9,9.8,19.06,0
16,180,2048,8,300,64,3,916,1.5,17.7,33.75,134.18,2,886,5.6,42.4,6.01,0
32,125,4096,24,300,64,8,702,0.5,11.8,31.25,51.42,5,1195,3.3,24.7,9.54,0
16,180,2048,8,200,64,0,1614,1.8,6.9,0.0,157.62,4,241,3.0,32.3,0.92,0
24,95,10240,24,300,256,6,1866,5.4,42.3,23.75,54.67,2,6083,4.0,31.0,7.04,0
16,180,4096,16,350,64,3,2531,3.0,22.7,33.75,216.27,4,1300,10.0,9.7,4.91,0
64,250,8192,48,350,512,22,1395,32.1,113.2,85.94,59.6,6,1399,5.4,58.1,0.85,0
64,95,4096,48,350,512,26,2107,15.4,59.2,38.59,180.04,9,487,8.6,230.1,16.49,0
24,125,10240,48,200,128,4,450,10.3,22.2,20.83,8.79,16,2883,5.7,70.4,18.59,0
32,95,2048,24,200,64,11,560,4.9,15.7,32.66,54.69,2,356,3.7,18.7,18.5,0
8,250,4096,16,200,128,2,1035,7.0,59.8,62.5,50.54,5,1118,1.4,13.2,0.24,0
24,125,4096,8,200,512,9,741,1.6,186.1,46.88,36.18,7,2405,2.6,130.0,15.26,0
8,95,8192,16,350,512,0,2342,0.8,135.2,0.0,100.06,5,1429,3.4,42.3,19.4,0
32,250,4096,16,200,256,21,803,0.4,60.8,164.06,39.21,4,2387,8.2,86.1,18.12,0
64,95,4096,16,300,128,11,2528,2.3,43.8,16.33,185.16,24,344,2.2,9.3,19.41,0
8,95,8192,16,350,512,4,1936,6.9,11.6,47.5,82.71,3,2374,3.6,210.5,1.56,0
32,250,2048,24,350,64,15,1124,4.3,6.8,117.19,192.09,6,218,7.1,17.8,12.29,0
32,95,10240,24,300,64,9,630,12.8,18.4,26.72,18.46,11,4500,6.9,5.9,14.8,0
16,125,4096,48,350,64,7,1868,14.2,19.4,54.69,159.62,4,263,17.9,10.4,6.24,0
32,125,8192,48,200,128,13,2901,6.9,27.7,50.78,70.83,7,795,13.4,22.4,7.38,0
32,125,2048,16,300,128,11,609,3.4,23.9,42.97,89.21,7,572,2.6,89.6,9.28,0
16,125,4096,48,200,256,3,629,15.3,72.2,23.44,30.71,2,430,11.3,20.5,18.85,0
32,125,8192,16,300,64,9,1992,10.4,7.8,35.16,72.95,5,1581,3.2,28.0,4.3,0
32,95,4096,8,450,512,6,80,2.5,239.6,17.81,8.79,3,685,1.0,186.3,7.56,0
24,125,10240,48,350,512,12,2581,13.8,43.3,62.5,88.22,2,1366,10.5,108.3,4.83,0
32,125,2048,16,300,128,6,601,14.1,64.0,23.44,88.04,6,427,1.0,33.5,12.37,0
8,125,4096,16,200,128,6,966,4.9,17.3,93.75,47.17,1,1178,6.7,36.9,5.16,0
24,95,2048,16,450,512,9,339,4.2,117.1,35.62,74.49,4,477,7.4,245.9,19.75,0
64,250,2048,48,450,64,12,377,17.3,4.7,46.88,82.84,40,314,7.7,38.5,1.77,0
8,125,2048,24,300,512,5,861,5.2,268.4,78.12,126.12,1,115,14.6,33.5,6.79,0
8,250,2048,48,200,512,3,319,10.1,122.2,93.75,31.15,2,215,11.6,56.2,9.51,0
16,125,4096,16,450,64,4,2745,3.8,12.0,31.25,301.57,4,609,1.7,8.0,6.7,0
32,95,2048,24,200,64,10,777,5.2,5.5,29.69,75.88,8,577,12.9,12.3,16.85,0
32,125,8192,16,300,64,7,4665,6.9,22.4,27.34,170.84,19,1382,1.0,7.5,13.02,0
32,250,10240,24,300,512,14,4488,7.0,124.4,109.38,131.48,8,3370,13.8,254.6,2.32,0
16,180,8192,24,300,128,3,6210,6.7,41.2,33.75,227.42,3,822,2.3,48.4,17.7,0
32,95,8192,8,300,128,4,2243,2.6,16.0,11.88,82.14,5,1742,1.7,38.5,0.95,0
32,95,2048,24,200,64,6,1392,17.7,28.4,17.81,135.94,8,136,2.2,5.8,2.8,0
8,180,4096,16,350,512,2,1124,2.4,213.5,45.0,96.04,1,1213,3.8,62.8,8.29,0
32,180,8192,24,350,512,4,862,6.4,83.3,22.5,36.83,4,1839,6.1,58.1,2.17,0
16,180,8192,24,300,128,5,3452,6.4,26.6,56.25,126.42,4,1660,4.0,9.2,0.28,0
24,180,8192,48,350,512,4,3210,12.8,97.3,30.0,137.15,3,1390,22.6,129.6,9.13,0
32,95,4096,8,450,512,7,790,1.8,47.4,20.78,86.79,6,380,1.2,72.7,7.88,0
24,180,8192,8,350,512,5,2216,5.0,329.2,37.5,94.68,14,848,0.8,151.3,10.61,0
24,180,2048,24,300,64,11,777,11.4,18.0,82.5,113.82,5,642,3.4,3.9,6.9,0
24,95,2048,16,450,512,18,363,5.3,166.3,71.25,79.76,3,397,3.1,106.3,15.66,0
16,180,4096,16,350,64,6,463,5.4,11.5,67.5,39.56,9,1130,9.3,4.0,18.85,0
8,180,4096,16,350,512,1,1126,5.1,44.1,22.5,96.22,3,1195,4.5,37.2,0.45,0
16,125,4096,48,200,256,1,1679,16.8,125.5,7.81,81.98,5,386,7.6,43.1,12.03,0
32,250,4096,16,200,256,19,2615,6.5,109.8,148.44,127.69,9,769,2.0,38.0,5.7,0
32,180,2048,24,450,128,4,671,13.5,20.8,22.5,147.44,4,494,2.4,80.3,15.75,0
8,250,2048,8,200,64,0,800,1.0,13.9,0.0,78.12,3,965,1.6,13.7,12.65,0
64,180,10240,8,350,512,10,2897,2.3,71.5,28.12,99.02,18,695,4.8,121.0,8.9,0
8,250,10240,24,200,128,2,1851,3.9,31.2,62.5,36.15,2,4403,7.3,33.6,10.94,0
24,125,4096,8,350,64,3,1979,1.6,2.9,15.62,169.1,13,1196,1.7,32.5,9.05,0
32,125,4096,24,200,64,14,1920,3.1,33.0,54.69,93.75,6,684,13.0,6.7,16.85,0
32,180,4096,48,450,256,3,2057,40.3,116.8,16.88,225.99,7,785,5.0,106.7,9.6,0
32,180,4096,8,300,256,3,3131,1.8,13.5,16.88,229.32,22,321,2.0,57.8,9.5,0
24,125,2048,16,200,128,6,1327,3.3,15.3,31.25,129.59,3,286,1.5,79.0,1.03,0
8,250,2048,24,200,512,3,607,6.5,52.8,93.75,59.28,1,589,4.3,110.6,18.91,0
24,250,2048,8,350,256,10,40,0.3,96.1,104.17,6.84,7,369,4.6,76.2,8.47,0
32,250,2048,24,350,64,16,897,6.2,25.6,125.0,153.3,6,128,4.2,11.7,10.05,0
24,125,2048,16,200,128,11,1153,11.1,13.2,57.29,112.6,3,552,3.1,18.7,10.09,0
64,250,10240,8,300,128,9,376,3.1,55.6,35.16,11.02,38,636,2.4,56.8,17.19,0
32,125,10240,16,350,256,5,3276,4.8,58.9,19.53,111.97,6,1139,1.1,31.2,10.61,0
24,250,4096,16,300,128,5,2237,10.4,40.8,52.08,163.84,17,833,4.6,35.5,19.53,0
64,95,8192,16,450,256,6,841,3.8,175.6,8.91,46.2,21,2036,3.8,36.2,6.03,0
8,180,4096,16,350,512,2,1289,2.0,135.5,45.0,110.14,2,927,1.7,54.4,0.62,0
64,95,10240,24,200,512,8,1311,4.9,94.1,11.88,25.61,15,2568,1.5,146.0,3.63,0
64,250,10240,48,300,512,32,3921,22.0,293.0,125.0,114.87,17,3015,11.4,73.2,7.1,0
16,180,10240,16,450,512,2,2743,3.3,161.3,22.5,120.54,2,2704,9.3,34.6,6.98,0
64,250,8192,48,350,512,10,1078,3.3,24.6,39.06,46.06,17,5069,25.1,52.0,9.33,0
8,180,10240,8,200,64,1,147,3.6,12.5,22.5,2.87,1,2028,1.5,7.4,11.44,0
16,95,10240,8,200,512,11,2167,3.1,36.9,65.31,42.32,4,2823,1.7,109.5,6.85,0
16,250,8192,16,300,256,6,3473,10.0,122.6,93.75,127.19,5,1373,1.7,50.0,2.48,0
16,180,8192,24,300,128,1,376,6.5,46.8,11.25,13.77,4,1751,10.7,37.3,4.77,0
8,95,10240,16,350,128,1,2831,3.4,33.6,11.88,96.76,2,3989,4.8,7.9,18.74,0
24,95,8192,16,450,64,9,1532,7.6,10.0,35.62,84.16,5,1875,3.3,12.5,12.13,0
32,250,2048,8,300,256,11,850,2.5,39.5,85.94,124.51,12,387,2.1,66.0,14.27,0
16,125,8192,16,200,512,10,2242,5.8,114.2,78.12,54.74,2,4890,1.4,74.7,12.26,0
8,125,10240,8,350,64,2,3810,0.8,5.4,31.25,130.22,2,791,1.3,46.1,18.55,0
8,180,4096,8,200,128,1,2196,1.2,48.9,22.5,107.23,2,672,5.8,12.4,0.79,0
32,125,4096,24,200,64,2,2008,7.6,52.7,7.81,98.05,7,1208,13.6,7.2,4.8,0
64,250,4096,24,450,128,47,1242,17.6,73.5,183.59,136.45,4,397,3.0,20.5,0.66,0
32,125,8192,16,300,64,5,4908,9.1,27.7,19.53,179.74,4,2187,3.2,15.0,5.59,0
16,180,10240,16,350,128,4,7123,7.4,26.3,45.0,243.46,3,1533,4.3,50.9,7.7,0
32,250,8192,24,300,64,18,2895,5.3,24.4,140.62,106.02,5,1672,6.3,18.9,6.56,0
16,125,4096,48,350,64,8,1214,8.5,32.4,62.5,103.74,4,647,26.0,3.9,1.79,0
8,180,4096,16,350,512,5,1447,7.8,130.5,112.5,123.65,2,452,1.4,107.3,19.82,0
8,180,4096,8,200,128,2,2180,0.3,32.8,45.0,106.45,1,1116,2.4,16.2,10.08,0
24,95,10240,24,300,256,3,1339,7.1,53.1,11.88,39.23,2,1075,3.8,48.5,10.64,0
32,95,4096,48,200,64,12,3277,17.6,25.1,35.62,160.01,8,362,14.0,15.3,15.3,0
32,250,4096,16,350,128,5,1954,3.7,35.3,39.06,166.97,22,1308,2.5,35.4,16.89,0
32,125,8192,16,300,64,8,1290,10.7,30.5,31.25,47.24,4,876,3.1,7.8,8.69,0
24,95,8192,8,350,256,5,2530,1.0,183.7,19.79,108.09,5,2295,4.4,20.5,6.17,0
24,180,8192,48,350,512,4,2253,11.0,159.1,30.0,96.26,4,5056,26.3,61.0,18.58,0
8,180,10240,8,200,64,3,1330,3.4,2.9,67.5,25.98,4,2190,1.0,10.0,19.89,0
8,250,2048,8,200,64,2,150,3.6,10.0,62.5,14.65,3,515,1.3,13.7,1.87,0
64,180,4096,16,450,256,4,1789,2.8,109.1,11.25,196.55,18,296,3.8,39.5,13.12,0
32,180,8192,48,200,128,9,2339,15.4,61.8,50.62,57.1,7,1081,7.6,12.6,15.98,0
16,180,2048,16,450,64,3,410,4.4,22.8,33.75,90.09,3,1483,3.8,8.6,1.96,0
24,250,2048,8,300,128,4,729,0.2,39.9,41.67,106.79,6,603,3.8,27.1,5.52,0
32,250,4096,16,200,256,9,333,1.9,62.4,70.31,16.26,9,318,1.4,116.2,8.28,0
24,95,2048,16,200,256,12,548,2.1,78.9,47.5,53.52,3,236,8.7,68.7,0.85,0
32,125,2048,24,350,64,2,487,10.4,16.6,7.81,83.23,5,184,7.3,17.4,8.96,0
64,95,4096,48,350,512,9,621,5.3,174.0,13.36,53.06,6,1099,12.7,177.0,5.3,0
8,125,2048,24,300,512,0,133,9.8,331.8,0.0,19.48,6,1393,2.2,115.2,17.59,0
64,95,8192,16,450,256,41,907,0.1,77.2,60.86,49.82,5,2082,3.6,88.2,5.41,0
64,180,4096,16,450,256,43,1527,12.4,7.6,120.94,167.76,11,1140,2.4,18.2,8.52,0
16,125,8192,24,300,256,2,3400,1.6,59.1,15.62,124.51,5,1419,2.2,60.6,10.05,0
24,95,4096,8,450,128,6,193,2.9,51.6,23.75,21.2,7,2256,1.7,16.1,7.04,0
16,180,2048,16,450,64,4,538,3.6,25.4,45.0,118.21,8,404,4.5,16.7,11.32,0
8,250,8192,8,300,256,0,1189,2.1,127.5,0.0,43.54,2,5000,2.2,13.1,8.27,0
8,125,10240,16,200,64,0,4658,3.7,20.8,0.0,90.98,2,1963,4.4,4.2,5.13,0
32,250,2048,24,350,64,23,620,4.8,24.4,179.69,105.96,5,1314,6.2,15.2,19.4,0
16,180,10240,8,300,512,2,1055,0.4,187.7,22.5,30.91,5,4284,0.6,50.1,5.27,0
24,250,4096,16,300,128,9,578,4.4,6.5,93.75,42.33,5,579,3.2,24.2,18.59,0
32,180,8192,48,200,128,20,1977,12.9,43.7,112.5,48.27,4,1450,12.5,17.7,11.28,0
64,125,10240,24,300,128,3,4408,5.5,11.4,5.86,129.14,5,2446,5.4,104.3,1.18,0
24,125,10240,24,300,128,4,1367,11.4,53.2,20.83,40.05,5,7027,1.6,59.0,11.96,0
64,250,2048,24,450,64,44,799,4.5,5.0,171.88,175.56,8,809,7.1,4.3,13.26,0
8,180,8192,48,450,128,1,4321,13.5,11.3,22.5,237.36,2,2100,16.7,37.2,6.47,0
32,250,4096,16,350,128,14,1438,5.9,28.3,109.38,122.88,9,1209,8.9,7.4,14.36,0
16,250,2048,48,300,512,3,881,25.8,64.0,46.88,129.05,3,250,4.5,27.1,9.65,0
16,250,8192,16,300,256,6,2966,8.4,109.2,93.75,108.62,7,2497,2.3,24.6,18.45,0
24,95,8192,8,300,64,7,2858,2.5,14.1,27.71,104.66,3,1867,1.0,8.7,3.8,0
32,250,8192,8,450,256,9,5054,0.5,94.7,70.31,277.62,3,955,0.9,68.2,5.07,0
32,250,4096,16,200,256,10,276,4.4,136.6,78.12,13.48,8,3293,2.3,92.0,14.11,0
16,250,2048,48,300,512,10,181,3.9,155.2,156.25,26.51,5,342,4.9,107.2,1.34,0
32,250,4096,16,350,128,4,2422,0.3,35.6,31.25,206.96,14,339,3.1,31.5,13.07,0
64,95,2048,8,300,512,15,381,5.5,12.4,22.27,55.81,25,375,2.1,86.9,13.11,0
8,125,8192,8,450,512,1,3316,3.0,57.1,15.62,182.15,2,967,0.9,81.3,19.0,0
32,180,10240,8,200,128,10,3359,3.6,58.4,56.25,65.61,9,3037,0.6,7.4,17.53,0
64,180,4096,16,450,256,21,239,2.0,20.3,59.06,26.26,4,812,3.2,21.6,10.74,0
32,250,2048,24,350,64,11,480,12.8,29.0,85.94,82.03,12,814,3.1,15.4,5.94,0
24,180,2048,24,300,64,2,176,8.3,17.6,15.0,25.78,5,191,10.2,9.5,1.21,0
16,125,4096,48,350,64,2,1520,7.4,10.3,15.62,129.88,4,520,7.6,15.4,5.09,0
24,180,2048,8,300,64,17,286,1.2,23.7,127.5,41.89,4,130,1.8,13.7,7.72,0
24,95,8192,16,200,256,3,3513,3.2,38.3,11.88,85.77,8,1309,2.0,21.5,7.76,0
64,250,2048,24,450,64,20,1177,6.3,5.1,78.12,258.62,12,508,1.6,9.9,10.68,0
24,95,8192,24,200,128,7,2025,7.3,20.0,27.71,49.44,3,4011,7.1,8.1,15.44,0
8,250,8192,8,300,256,0,1725,1.8,5.6,0.0,63.17,5,4423,5.3,30.4,1.17,0
32,250,2048,16,300,128,12,398,1.1,28.2,93.75,58.3,9,299,8.0,31.8,2.53,0
8,180,4096,48,350,64,0,1220,3.1,4.7,0.0,104.25,2,1089,6.9,12.8,17.38,0
8,125,2048,48,450,64,1,224,9.8,11.4,15.62,49.22,1,531,7.9,10.7,0.73,0
32,250,4096,16,200,256,12,1792,3.5,117.3,93.75,87.5,7,811,7.1,56.9,11.12,0
16,125,4096,16,450,64,11,2244,5.0,6.8,85.94,246.53,4,993,2.0,3.2,17.21,0
32,125,2048,16,300,128,6,393,2.7,33.2,23.44,57.57,10,507,7.6,34.6,12.97,0
24,125,4096,8,350,64,10,899,1.3,19.8,52.08,76.82,6,385,1.3,8.3,3.76,0
16,180,4096,16,350,64,0,1842,1.1,29.3,0.0,157.4,2,364,9.1,30.1,6.78,0
32,95,8192,8,300,128,2,3460,1.1,13.1,5.94,126.71,9,865,3.7,19.4,14.08,0
8,125,10240,8,350,256,5,243,0.6,78.0,78.12,8.31,2,536,1.5,62.2,1.87,0
64,250,2048,48,450,64,32,685,3.9,29.5,125.0,150.51,22,919,4.4,14.2,4.0,0
32,125,2048,8,450,256,9,955,1.4,19.1,35.16,209.84,10,558,1.6,50.5,5.85,0
64,180,8192,48,200,128,34,2570,20.5,27.6,95.62,62.74,18,3644,3.0,34.1,19.44,0
32,250,8192,8,200,512,2,3868,0.3,185.8,15.62,94.43,2,2285,1.3,263.0,12.21,0
24,95,8192,24,200,128,7,2201,10.4,13.1,27.71,53.74,5,1084,5.1,24.2,6.15,0
64,125,10240,24,300,128,9,3904,10.4,57.4,17.58,114.38,18,2690,1.4,26.1,0.79,0
32,95,8192,16,300,256,12,2698,6.6,71.4,35.62,98.8,8,4612,3.0,76.8,14.57,0
24,125,2048,16,200,128,5,585,8.2,42.6,26.04,57.13,3,197,3.9,15.9,0.86,0
24,95,8192,24,300,128,2,1716,4.3,8.5,7.92,62.84,2,1198,6.6,26.7,9.43,0
8,95,10240,16,350,128,5,4717,2.8,10.0,59.38,161.23,1,1141,3.0,33.1,8.62,0
24,180,8192,24,200,64,8,3212,12.8,13.4,60.0,78.42,5,2186,4.4,27.4,7.69,0
64,180,10240,16,300,256,15,3679,2.1,13.1,42.19,107.78,16,773,4.6,27.3,3.61,0
24,95,8192,48,300,256,9,658,11.5,121.5,35.62,24.1,6,1118,29.0,76.3,7.04,0
8,180,8192,8,350,64,1,2441,3.0,7.8,22.5,104.29,1,738,1.2,36.4,15.28,0
16,180,10240,8,300,512,1,5276,1.3,163.7,11.25,154.57,2,1306,1.3,135.9,0.65,0
32,125,2048,16,450,512,9,125,1.4,226.7,35.16,27.47,14,418,2.1,120.9,1.61,0
64,95,4096,8,300,128,17,1494,1.5,63.7,25.23,109.42,13,817,1.3,13.3,11.47,0
32,250,4096,48,200,512,5,1308,5.0,106.0,39.06,63.87,17,1220,7.0,213.7,9.96,0
16,125,4096,16,450,64,3,2088,2.5,11.0,23.44,229.39,6,1126,1.6,7.0,11.61,0
32,95,8192,8,300,128,2,2686,3.9,21.8,5.94,98.36,13,1273,3.7,11.8,7.53,0
32,125,4096,24,450,64,14,865,7.0,19.3,54.69,95.03,8,1186,11.6,41.5,16.54,0
24,95,8192,48,200,64,3,3238,7.7,23.6,11.88,79.05,3,1661,31.7,10.3,11.35,0
32,180,4096,48,450,256,6,774,14.3,38.8,33.75,85.03,4,844,3.1,66.3,1.38,0
16,250,8192,16,350,256,0,2580,7.7,30.8,0.0,110.23,1,4815,1.5,24.1,14.47,0
8,125,8192,24,300,512,0,1436,12.8,66.3,0.0,52.59,2,2123,7.8,83.7,1.33,0
8,250,2048,24,200,512,1,470,2.4,92.3,31.25,45.9,2,559,9.3,246.7,17.25,0
24,250,2048,8,450,64,2,98,1.1,32.2,20.83,21.53,3,562,1.0,6.5,4.69,0
24,95,8192,8,300,64,3,1288,4.1,11.8,11.88,47.17,7,1320,1.3,8.1,9.78,0
8,125,10240,24,300,256,2,6400,2.1,107.7,31.25,187.5,1,890,5.0,17.3,10.01,0
24,95,10240,24,300,256,5,3286,11.2,100.1,19.79,96.27,14,1419,1.8,22.4,19.78,0
24,95,2048,16,450,512,10,186,2.7,149.6,39.58,40.87,4,1560,3.8,93.9,3.0,0
64,95,8192,8,300,128,19,2918,1.1,54.5,28.2,106.86,40,610,2.2,38.2,16.61,0
24,95,2048,16,450,512,3,316,2.0,46.6,11.88,69.43,8,242,8.3,56.5,9.55,0
32,125,2048,48,200,64,7,767,11.5,10.0,27.34,74.9,8,281,30.1,17.4,17.73,0
64,250,2048,24,450,64,18,965,1.5,30.7,70.31,212.04,27,427,14.4,12.7,13.3,0
64,95,10240,24,200,512,20,7042,8.0,117.4,29.69,137.54,18,1503,3.3,67.3,5.27,0
32,95,2048,48,450,128,4,51,1.1,27.7,11.88,11.21,19,515,5.8,38.2,9.24,0
16,250,2048,48,350,256,5,111,26.4,18.9,78.12,18.97,1,260,18.6,36.3,6.11,0
8,250,2048,48,200,512,3,161,3.7,134.8,93.75,15.72,3,153,13.9,127.0,7.3,0
16,250,2048,24,200,256,4,171,8.4,39.8,62.5,16.7,5,230,5.6,57.1,16.95,0
64,180,4096,16,450,256,5,853,1.4,113.5,14.06,93.71,7,880,3.8,18.3,0.17,0
16,250,10240,8,300,256,4,722,3.9,23.0,62.5,21.15,2,4336,2.7,62.6,0.95,0
32,250,4096,48,200,512,10,1593,3.6,28.8,78.12,77.78,9,1133,2.8,55.1,15.25,0
64,95,4096,16,300,128,8,1053,2.7,34.9,11.88,77.12,43,360,1.8,12.0,14.96,0
24,250,10240,24,350,64,3,5851,2.5,3.5,31.25,199.99,5,1618,18.0,17.4,1.44,0
24,95,8192,8,350,256,2,1782,1.8,37.5,7.92,76.14,11,3375,2.1,65.8,19.82,0
64,125,4096,16,300,128,19,2568,1.8,77.0,37.11,188.09,22,1043,1.1,21.8,11.93,0
32,250,2048,16,450,64,4,797,1.6,13.9,31.25,175.12,8,158,3.1,21.4,4.95,0
16,95,4096,24,450,256,5,1209,6.4,84.8,29.69,132.82,2,335,5.6,50.1,11.12,0
64,95,4096,8,300,256,22,1097,0.9,98.5,32.66,80.35,15,235,5.1,23.2,5.95,0
32,250,4096,48,200,512,10,349,13.9,223.9,78.12,17.04,4,835,12.0,142.0,6.6,0
32,250,10240,24,300,512,2,2195,2.7,217.9,15.62,64.31,7,6793,5.1,31.7,18.64,0
16,250,8192,16,300,256,2,2334,3.4,57.5,31.25,85.47,4,4524,7.2,106.0,19.49,0
8,125,10240,8,350,256,2,1105,1.5,33.8,31.25,37.77,2,1663,1.2,175.9,8.34,0
16,125,8192,24,300,256,2,1697,1.7,61.5,15.62,62.15,4,5559,1.7,56.3,10.75,0
16,250,2048,24,200,256,5,728,2.2,110.5,78.12,71.09,2,421,4.0,90.6,9.74,0
32,125,2048,8,450,256,12,1249,0.9,26.6,46.88,274.44,4,137,0.9,71.6,4.73,0
8,250,2048,48,300,256,2,858,4.0,59.8,62.5,125.68,2,544,15.6,23.0,10.55,0
8,125,8192,24,300,512,2,1523,18.2,194.7,31.25,55.77,5,4982,4.0,41.3,1.35,0
16,95,2048,48,450,256,1,122,9.2,100.9,5.94,26.81,4,491,17.7,41.8,15.31,0
8,95,2048,24,300,64,1,463,2.4,17.3,11.88,67.82,2,472,4.8,35.2,1.94,0
24,250,10240,24,350,64,11,4866,1.0,23.7,114.58,166.32,5,1183,6.3,17.4,18.01,0
8,125,2048,24,300,512,0,1001,12.3,158.3,0.0,146.63,2,210,9.8,27.7,14.51,0
